TGTphone	OTHPhone	Contx	SpeakerAB	SpeakerX	IndTGT	IndOTH	IndX
s	ɛ	['ɛ', 'd']	M07_N	F03_O	9221	23283	22910
j	u	['v', 'a']	F01_O	F03_O	9270	10683	23124
ʒ	e	['a', 't']	F10_O	F01_N	9277	5069	19547
u	l	['b', 'd']	F06_O	M08_N	9284	21343	13206
ʁ	ʒ	['ə', 'u']	F02_O	F02_N	9348	5419	5724
ʒ	s	['ə', 't']	M04_O	F03_O	9375	14135	25637
u	ə	['k', 's']	F10_O	M08_N	9379	15483	22212
ɛ	d	['t', 'e']	M01_O	F06_N	9399	13059	17975
a	n	['ɛ', 'p']	M10_N	M07_O	9478	18925	21573
l	ɲ	['i', 'k']	M10_N	M08_N	9560	23233	24905
ə	l	['k', 'd']	F06_O	F03_O	9567	6664	24771
ɛ	s	['u', 't']	M04_O	M08_N	9613	20588	23130
ɲ	t	['ɛ', 'd']	M01_O	F10_O	9633	5673	12514
n	ʃ	['ə', 'ə']	M02_O	M08_N	9755	7043	24788
ø	a	['p', 'ɛ']	F06_O	F02_O	9763	7840	24453
o	k	['a', 's']	M08_N	F06_O	9794	25228	24116
o	ɔ	['e', 'd']	M01_O	M07_O	10184	20992	24033
o	l	['b', 'd']	F02_O	M04_O	10320	17218	14854
e	j	['v', 'a']	F01_O	F02_O	10409	13186	23303
t	ɛ	['k', 's']	F02_N	M10_N	10438	3922	18600
i	d	['k', 'e']	F06_O	M08_N	10580	6021	25891
l	z	['ɛ', 'ɔ']	M07_N	F06_N	10647	23393	25269
ɔ	u	['t', 'd']	F02_N	M07_N	10657	7289	23419
m	o	['ɛ', 't']	F01_N	M10_O	10724	16228	18559
s	ɔ	['ɛ', 'p']	M07_O	M01_O	11020	15819	25673
ɛ	s	['ɛ', 'd']	F02_O	M07_N	11039	21931	23283
t	b	['a', 's']	M01_O	M04_O	11085	8990	20569
ɔ	s	['k', 't']	M02_O	F06_N	11091	21599	12342
ʒ	z	['o', 'ɛ']	F10_O	M10_N	11162	8431	15136
s	ɛ	['u', 't']	M02_O	M04_O	11248	20789	20588
ə	s	['k', 'e']	M04_O	M01_O	11300	24324	244
i	ɛ	['p', 'k']	M10_N	M01_O	11425	4505	25341
k	ɲ	['i', 'k']	M07_N	M04_O	11582	17722	22870
ɔ	ə	['k', 's']	F03_O	F01_O	11585	4466	24510
ø	w	['d', 'a']	M07_N	M08_N	11649	15605	19572
t	o	['ɛ', 'f']	M04_O	M01_O	11875	8490	24571
ʁ	ɔ	['ɛ', 'p']	F01_O	M07_O	11884	14694	25314
b	d	['ə', 'ə']	F06_N	M07_N	11983	22239	16691
ɛ	z	['e', 'ɛ']	F06_N	F06_O	12069	18058	24330
k	i	['s', 'ɛ']	M10_O	F05_N	12138	25057	20478
o	e	['u', 't']	M08_N	F01_O	12189	16916	25063
y	l	['b', 's']	F10_O	M04_O	12435	12731	23243
j	ɲ	['a', 'i']	F02_N	F10_O	12597	5460	25384
ɛ	f	['e', 'a']	M07_N	F06_O	12658	13601	18425
b	j	['i', 'ɛ']	M10_O	F04_O	12687	17479	19647
ɛ	d	['t', 'i']	F10_O	F05_N	12721	8245	638
e	z	['i', 'd']	F01_O	F03_O	12722	23925	24992
v	ɡ	['i', 'e']	F01_N	F10_O	12763	17840	25499
ʃ	b	['ə', 'ɛ']	M01_O	F02_O	12829	9508	15813
ɛ	a	['z', 'k']	M02_O	F10_O	12920	7128	20029
d	ɲ	['i', 'd']	F01_N	M01_O	13100	7308	19755
ʒ	b	['ə', 'ə']	M07_N	F02_N	13298	18487	25670
ʃ	b	['ɔ', 's']	F03_O	M10_O	13647	11992	24122
f	j	['i', 'a']	F10_O	M02_O	13681	18472	25226
ʁ	ɔ	['i', 'b']	M07_N	F10_O	13688	22921	19188
k	ʃ	['ə', 'ə']	M02_O	F01_O	13714	11561	25732
ɛ	z	['i', 'p']	F02_O	M10_O	13764	12469	25924
k	j	['ɛ', 'ɔ']	F01_O	M01_O	13968	3603	18666
t	ɛ	['s', 'e']	F01_N	F10_O	14245	12754	25253
u	t	['ʒ', 'e']	M04_O	M02_O	14273	4011	24779
ɔ	o	['z', 'p']	F02_N	F02_O	14310	25278	2125
l	ɛ	['ɛ', 'd']	M07_N	F06_O	14330	17220	25531
f	ʃ	['i', 'e']	F10_O	F06_O	14582	21320	22240
m	ɲ	['ɛ', 'd']	M01_O	M04_O	14768	22220	25177
ʃ	ʒ	['i', 'e']	F01_O	F06_N	14822	24875	22446
l	ɔ	['i', 'b']	F10_O	F02_O	14929	14946	4846
y	ɔ	['p', 't']	M07_N	F10_O	15020	25730	19811
ʃ	ʒ	['e', 'u']	F03_O	M04_O	15335	25082	1011
t	j	['ɛ', 'ɔ']	F01_O	M10_O	15336	14876	25799
t	o	['ɛ', 's']	F01_O	M04_O	15456	20476	25696
l	ɡ	['ɛ', 'z']	F03_O	M04_O	15475	15646	16430
v	a	['a', 's']	F05_N	M04_O	15865	14937	1458
l	ʃ	['ə', 'ə']	M02_O	F01_O	15925	8203	25947
d	a	['a', 's']	F05_N	M01_O	16026	24752	1724
l	o	['a', 't']	M10_N	F01_N	16210	22788	17651
u	t	['s', 'f']	F05_N	M04_O	16229	25363	17918
b	j	['ɛ', 'ɛ']	F01_N	F06_O	16451	280	12544
t	z	['o', 'ɛ']	F10_O	M07_O	16480	10440	19026
t	e	['i', 'k']	F10_O	M01_O	16806	16324	24102
ʒ	ɡ	['i', 'a']	F03_O	F01_O	16831	8703	20138
n	s	['i', 'i']	M08_N	F01_N	16906	356	237
o	m	['a', 'k']	F02_O	F01_O	17079	17781	23790
ʃ	a	['ɛ', 'a']	F06_N	M02_O	17124	4600	22982
b	j	['i', 'a']	M04_O	F06_N	17609	24470	8384
p	z	['ɛ', 'ɔ']	M07_N	F06_O	17610	23756	9994
m	o	['a', 'k']	F02_O	F06_O	17781	17079	12973
o	ø	['d', 'f']	F06_O	F03_O	17811	22854	13577
w	ø	['p', 'a']	M07_N	F05_N	18892	13505	24772
ʒ	a	['a', 's']	F05_N	F03_O	19340	17299	21029
z	e	['ø', 't']	F02_O	M04_O	20438	7716	20132
o	t	['ɛ', 's']	F01_O	M10_N	20476	15456	19118
ɛ	n	['v', 'ɛ']	F06_N	F06_O	20621	12270	25370
ɔ	o	['e', 'd']	M01_O	F01_O	20992	17080	23439
e	m	['s', 'ɛ']	F06_N	F06_O	21124	3953	25890
b	z	['o', 'a']	M04_O	F05_N	21221	6234	21700
d	i	['s', 'ɛ']	M07_N	F03_O	21660	3599	15547
ø	j	['d', 'ɔ']	M07_N	F06_O	21786	16741	25390
ə	j	['d', 'ɔ']	M10_O	F05_N	21885	19357	22367
a	ɔ	['p', 'k']	F06_N	F01_O	22346	1675	24653
l	ø	['d', 'a']	F02_N	M04_O	22832	24104	4014
j	ə	['k', 'e']	M01_O	M04_O	23409	20880	24148
s	ə	['k', 'e']	M04_O	M08_N	24324	11300	22024
j	ɲ	['a', 'd']	F06_N	F02_N	24851	12298	23174
ʒ	ʃ	['e', 'u']	F03_O	F10_O	25082	19347	18903
p	ɛ	['ɔ', 't']	M10_N	F03_O	25156	24496	14669
o	ɔ	['z', 'p']	F02_N	F10_O	25278	14310	13301
t	u	['s', 'f']	F05_N	F02_N	25363	16229	24030
ɛ	l	['i', 't']	F06_N	F08_O	25816	3397	1628
k	z	['o', 'ɛ']	F02_O	M01_O	25928	5238	23042
